file_path,handler_name,is_inline_arrow_function,has_usecallback
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SortList\SortListVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SpiralMatrix\SpiralMatrixVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SpiralMatrix\SpiralMatrixVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\StringToIntegerAtoi\AtoiVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\StringToIntegerAtoi\AtoiVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\StringToIntegerAtoi\StringToIntegerAtoiVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\StringToIntegerAtoi\StringToIntegerAtoiVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SubarraySumEqualsK\SubarraySumKVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SubarraySumEqualsK\SubarraySumKVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\Subsets\SubsetsVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\Subsets\SubsetsVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SubstringConcatenation\SubstringConcatenationVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SubtreeOfAnotherTree\SubtreeVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SubtreeOfAnotherTree\SubtreeVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SudokuSolver\SudokuSolverVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SwimInRisingWater\SwimInRisingWaterVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SymmetricTree\SymmetricTreeVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\SymmetricTree\SymmetricTreeVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TextJustification\TextJustificationVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ThreeSum\ThreeSumVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ThreeSum\ThreeSumVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TopKFrequent\TopKFrequentVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TopKFrequent\TopKFrequentVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TrappingRainWater\TrappingRainWaterVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TrappingRainWater\TrappingRainWaterVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TwoSum\TwoSumVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TwoSum\TwoSumVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TwoSumII\TwoSumIIVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\TwoSumII\TwoSumIIVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\UniquePaths\UniquePathsVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\UniquePaths\UniquePathsVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidAnagram\ValidAnagramVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidAnagram\ValidAnagramVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidateBST\ValidateBSTVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidateBST\ValidateBSTVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidPalindrome\ValidPalindromeVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidPalindrome\ValidPalindromeVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidParentheses\ValidParenthesesVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidParentheses\ValidParenthesesVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ValidSudoku\ValidSudokuVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\WildcardMatching\WildcardMatchingVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\WordBreak\WordBreakVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\WordBreak\WordBreakVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\WordLadder\WordLadderVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\WordSearch\WordSearchVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\WordSearch\WordSearchVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\WordSearchII\WordSearchIIVisualizer.jsx,onSpeedChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ZigzagConversion\ZigzagVisualizer.jsx,onChange,true,true
C:\Users\BBBS-AI-01\d\cv\visualizer\src\problems\ZigzagConversion\ZigzagVisualizer.jsx,onSpeedChange,true,true
